cdm_name,omop_table,in_observation,variable_name,variable_level,time_interval,count,percentage,median,interval,name_observation_period,study_period_end,study_period_start,type
Barts Health,procedure_occurrence,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,661092,7.03,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,overall,Number of records,NA,2018-01-01 to 2018-12-31,196723,10.62,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,FALSE,Number of records,NA,2018-01-01 to 2018-12-31,14,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,196709,10.62,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,overall,Number of records,NA,2018-01-01 to 2018-12-31,45600167,5.49,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,FALSE,Number of records,NA,2018-01-01 to 2018-12-31,43253,0.01,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,45556914,5.48,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,overall,Number of records,NA,2018-01-01 to 2018-12-31,2328671,3.78,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,FALSE,Number of records,NA,2018-01-01 to 2018-12-31,117537,0.19,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,2211134,3.59,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,overall,Number of records,NA,2018-01-01 to 2018-12-31,9219,6.52,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,FALSE,Number of records,NA,2018-01-01 to 2018-12-31,108,0.08,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,9111,6.44,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,overall,Number of records,NA,2018-01-01 to 2018-12-31,13,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,13,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,dose_era,overall,Number of records,NA,2018-01-01 to 2018-12-31,NA,NA,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,dose_era,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,NA,NA,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,overall,Number of records,NA,2018-01-01 to 2018-12-31,1322095,8.68,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,FALSE,Number of records,NA,2018-01-01 to 2018-12-31,422,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,TRUE,Number of records,NA,2018-01-01 to 2018-12-31,1321673,8.68,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,overall,Number of records,NA,2019-01-01 to 2019-12-31,3169815,8.09,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,7236,0.02,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,3162579,8.07,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,overall,Number of records,NA,2019-01-01 to 2019-12-31,2492794,8.44,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,932,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,2491862,8.43,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,overall,Number of records,NA,2019-01-01 to 2019-12-31,3181,0.01,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,3181,0.01,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,overall,Number of records,NA,2019-01-01 to 2019-12-31,705825,7.5,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,7894,0.08,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,697931,7.42,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,overall,Number of records,NA,2019-01-01 to 2019-12-31,205094,11.07,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,12,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,205082,11.07,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,overall,Number of records,NA,2019-01-01 to 2019-12-31,53104439,6.39,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,45507,0.01,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,53058932,6.38,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,overall,Number of records,NA,2019-01-01 to 2019-12-31,3894005,6.32,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,118699,0.19,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,3775306,6.12,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,overall,Number of records,NA,2019-01-01 to 2019-12-31,9734,6.88,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,96,0.07,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,9638,6.81,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,overall,Number of records,NA,2019-01-01 to 2019-12-31,75,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,75,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,overall,Number of records,NA,2019-01-01 to 2019-12-31,1260753,8.28,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,FALSE,Number of records,NA,2019-01-01 to 2019-12-31,538,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,TRUE,Number of records,NA,2019-01-01 to 2019-12-31,1260215,8.28,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,overall,Number of records,NA,2020-01-01 to 2020-12-31,2546700,6.5,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,8128,0.02,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,2538572,6.48,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,overall,Number of records,NA,2020-01-01 to 2020-12-31,2136760,7.23,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,1696,0.01,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,2135064,7.23,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,overall,Number of records,NA,2020-01-01 to 2020-12-31,61,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,61,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,overall,Number of records,NA,2020-01-01 to 2020-12-31,629237,6.69,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,7633,0.08,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,621604,6.61,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,overall,Number of records,NA,2020-01-01 to 2020-12-31,145457,7.85,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,14,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,145443,7.85,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,overall,Number of records,NA,2020-01-01 to 2020-12-31,62854041,7.56,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,39998,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,62814043,7.56,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,overall,Number of records,NA,2020-01-01 to 2020-12-31,5523945,8.96,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,105363,0.17,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,5418582,8.79,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,overall,Number of records,NA,2020-01-01 to 2020-12-31,12223,8.64,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,101,0.07,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,12122,8.57,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,overall,Number of records,NA,2020-01-01 to 2020-12-31,36,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,36,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,overall,Number of records,NA,2020-01-01 to 2020-12-31,1040015,6.83,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,FALSE,Number of records,NA,2020-01-01 to 2020-12-31,737,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,TRUE,Number of records,NA,2020-01-01 to 2020-12-31,1039278,6.83,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,overall,Number of records,NA,2021-01-01 to 2021-12-31,3064094,7.82,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,8467,0.02,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,3055627,7.8,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,overall,Number of records,NA,2021-01-01 to 2021-12-31,2508429,8.49,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,1081,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,2507348,8.49,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,overall,Number of records,NA,2021-01-01 to 2021-12-31,2034278,4.57,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,808,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,2033470,4.57,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,overall,Number of records,NA,2021-01-01 to 2021-12-31,711664,7.56,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,9402,0.1,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,702262,7.46,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,overall,Number of records,NA,2021-01-01 to 2021-12-31,159930,8.64,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,NA,NA,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,159927,8.64,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,overall,Number of records,NA,2021-01-01 to 2021-12-31,83842804,10.09,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,31240,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,83811564,10.08,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,overall,Number of records,NA,2021-01-01 to 2021-12-31,7002331,11.36,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,177940,0.29,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,6824391,11.07,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,overall,Number of records,NA,2021-01-01 to 2021-12-31,11727,8.29,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,92,0.07,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,11635,8.23,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,overall,Number of records,NA,2021-01-01 to 2021-12-31,321582,5.56,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,41,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,321541,5.56,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,dose_era,overall,Number of records,NA,2021-01-01 to 2021-12-31,198198,4.42,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,dose_era,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,97,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,dose_era,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,198101,4.41,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,overall,Number of records,NA,2021-01-01 to 2021-12-31,1179717,7.75,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,FALSE,Number of records,NA,2021-01-01 to 2021-12-31,536,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,TRUE,Number of records,NA,2021-01-01 to 2021-12-31,1179181,7.74,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,overall,Number of records,NA,2022-01-01 to 2022-12-31,3332821,8.51,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,8909,0.02,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,3323912,8.49,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,overall,Number of records,NA,2022-01-01 to 2022-12-31,2811985,9.52,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,2570,0.01,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,2809415,9.51,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,overall,Number of records,NA,2022-01-01 to 2022-12-31,9307825,20.91,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,2214,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,9305611,20.9,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,overall,Number of records,NA,2022-01-01 to 2022-12-31,829399,8.82,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,7774,0.08,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,821625,8.73,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,overall,Number of records,NA,2022-01-01 to 2022-12-31,198998,10.74,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,26,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,198972,10.74,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,overall,Number of records,NA,2022-01-01 to 2022-12-31,97779938,11.76,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,45714,0.01,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,measurement,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,97734224,11.76,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,overall,Number of records,NA,2022-01-01 to 2022-12-31,7675089,12.45,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,96308,0.16,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,observation,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,7578781,12.29,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,overall,Number of records,NA,2022-01-01 to 2022-12-31,11694,8.27,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,73,0.05,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,death,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,11621,8.22,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,overall,Number of records,NA,2022-01-01 to 2022-12-31,1222310,21.12,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,177,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_era,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,1222133,21.12,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,dose_era,overall,Number of records,NA,2022-01-01 to 2022-12-31,858395,19.12,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,dose_era,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,415,0.01,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,dose_era,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,857980,19.11,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,overall,Number of records,NA,2022-01-01 to 2022-12-31,1357906,8.92,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,FALSE,Number of records,NA,2022-01-01 to 2022-12-31,1237,0.01,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_era,TRUE,Number of records,NA,2022-01-01 to 2022-12-31,1356669,8.91,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,overall,Number of records,NA,2023-01-01 to 2023-12-31,3263576,8.33,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,FALSE,Number of records,NA,2023-01-01 to 2023-12-31,8658,0.02,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,visit_occurrence,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,3254918,8.31,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,overall,Number of records,NA,2023-01-01 to 2023-12-31,2810959,9.51,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,FALSE,Number of records,NA,2023-01-01 to 2023-12-31,2683,0.01,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,condition_occurrence,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,2808276,9.5,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,overall,Number of records,NA,2023-01-01 to 2023-12-31,10100709,22.69,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,FALSE,Number of records,NA,2023-01-01 to 2023-12-31,762,0,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,drug_exposure,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,10099947,22.69,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,overall,Number of records,NA,2023-01-01 to 2023-12-31,876858,9.32,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,FALSE,Number of records,NA,2023-01-01 to 2023-12-31,10446,0.11,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,procedure_occurrence,TRUE,Number of records,NA,2023-01-01 to 2023-12-31,866412,9.21,NA,years,NA,2026-02-16,2012-01-01,event
Barts Health,device_exposure,overall,Number of records,NA,2023-01-01 to 2023-12-31,202582,10.94,NA,years,NA,2026-02-16,2012-01-01,event
